student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,score_category,screen_time_total,study_intensity,sleep_group
S1745,18,Female,4.2,3.4,1.4,No,81.6,6.8,Good,2,Master,Average,4,No,74.0,Average,4.8,High (4-6h),6-7h
S1746,19,Male,1.1,2.0,3.3,No,74.9,7.4,Good,3,Bachelor,Good,7,No,42.6,Low,5.3,Low (<2h),7-8h
S1747,23,Male,1.8,1.1,0.3,No,85.5,6.4,Good,2,High School,Average,6,No,49.8,Low,1.4000000000000001,Low (<2h),6-7h
S1748,17,Female,1.7,2.0,2.4,No,79.4,6.5,Good,5,High School,Average,8,No,45.7,Low,4.4,Low (<2h),6-7h
S1749,18,Female,3.7,4.0,1.0,No,70.1,6.7,Good,0,Bachelor,Poor,9,Yes,77.2,High,5.0,Moderate (2-4h),6-7h
S1750,24,Female,6.1,1.9,0.2,No,97.6,5.9,Poor,6,Bachelor,Poor,6,No,98.5,Excellent,2.1,Intense (>6h),5-6h
S1751,21,Female,6.8,2.9,2.0,No,80.0,5.4,Fair,0,High School,Average,7,No,96.2,Excellent,4.9,Intense (>6h),5-6h
S1752,18,Male,4.5,1.6,2.9,Yes,72.3,4.4,Good,3,High School,Good,4,Yes,71.3,Average,4.5,High (4-6h),<5h
S1753,18,Male,4.3,3.4,0.9,No,83.3,5.7,Fair,1,Master,Good,2,No,59.2,Low,4.3,High (4-6h),5-6h
S1754,18,Female,0.8,3.3,0.2,No,85.7,7.1,Good,4,Bachelor,Poor,9,No,51.8,Low,3.5,Low (<2h),7-8h
S1755,22,Male,2.7,4.7,1.7,Yes,67.5,5.7,Poor,2,Master,Good,9,No,59.3,Low,6.4,Moderate (2-4h),5-6h
S1756,18,Male,2.3,2.3,1.7,No,88.3,6.2,Good,4,Bachelor,Good,4,No,58.5,Low,4.0,Moderate (2-4h),6-7h
S1757,19,Female,2.6,3.3,2.4,No,74.5,7.1,Fair,0,Master,Good,3,Yes,44.5,Low,5.699999999999999,Moderate (2-4h),7-8h
S1758,17,Male,3.2,2.6,2.8,No,100.0,7.1,Fair,1,High School,Good,10,Yes,75.4,High,5.4,Moderate (2-4h),7-8h
S1759,23,Female,2.8,4.1,1.7,Yes,90.2,5.2,Fair,1,Bachelor,Average,6,Yes,54.9,Low,5.8,Moderate (2-4h),5-6h
S1760,20,Male,0.5,1.6,3.8,Yes,81.0,7.7,Good,4,Unknown,Average,3,Yes,30.2,Very Low,5.4,Low (<2h),7-8h
S1761,18,Female,4.6,3.4,2.0,No,77.5,7.9,Good,0,Bachelor,Good,1,Yes,71.8,Average,5.4,High (4-6h),7-8h
S1762,21,Male,1.9,2.3,1.4,No,84.0,5.1,Fair,4,High School,Poor,4,No,51.8,Low,3.6999999999999997,Low (<2h),5-6h
S1763,18,Male,3.9,2.4,0.0,Yes,91.1,5.5,Good,3,High School,Poor,1,Yes,59.5,Low,2.4,Moderate (2-4h),5-6h
S1764,21,Male,6.6,2.6,1.5,No,84.7,7.9,Fair,1,Master,Poor,2,No,96.6,Excellent,4.1,Intense (>6h),7-8h
S1765,19,Male,2.1,2.8,1.4,Yes,82.8,6.3,Poor,1,Master,Average,3,No,44.1,Low,4.199999999999999,Moderate (2-4h),6-7h
S1766,21,Male,0.0,2.4,2.9,No,85.6,3.8,Poor,3,Unknown,Average,8,No,30.5,Very Low,5.3,Low (<2h),<5h
S1767,24,Male,3.1,2.8,2.3,No,79.0,4.8,Poor,0,Bachelor,Average,10,No,63.7,Average,5.1,Moderate (2-4h),<5h
S1768,20,Female,5.2,4.4,0.5,No,81.6,6.2,Fair,1,High School,Poor,4,No,74.0,Average,4.9,High (4-6h),6-7h
S1769,17,Male,6.4,3.7,2.0,No,64.1,5.1,Fair,6,High School,Good,4,No,98.8,Excellent,5.7,Intense (>6h),5-6h
S1770,21,Female,1.7,3.5,2.5,No,94.7,6.0,Good,5,Bachelor,Good,10,No,53.0,Low,6.0,Low (<2h),5-6h
S1771,21,Female,4.2,2.0,3.5,No,88.0,6.5,Good,5,High School,Average,9,No,84.6,High,5.5,High (4-6h),6-7h
S1772,17,Female,2.8,1.4,2.8,No,77.3,8.3,Poor,5,Master,Poor,7,No,73.0,Average,4.199999999999999,Moderate (2-4h),>8h
S1773,20,Male,3.3,3.6,2.6,No,100.0,6.2,Fair,2,High School,Poor,2,Yes,57.1,Low,6.2,Moderate (2-4h),6-7h
S1774,18,Female,7.5,3.6,1.9,Yes,85.9,7.8,Fair,6,Bachelor,Average,3,No,100.0,Excellent,5.5,Intense (>6h),7-8h
S1775,21,Male,1.2,4.3,2.2,No,74.6,8.2,Fair,2,Bachelor,Average,4,No,36.2,Very Low,6.5,Low (<2h),>8h
S1776,17,Male,3.9,1.8,3.2,No,93.6,8.2,Poor,0,High School,Average,4,No,65.6,Average,5.0,Moderate (2-4h),>8h
S1777,24,Other,4.2,2.2,0.3,Yes,89.0,6.8,Poor,3,High School,Good,10,Yes,87.5,High,2.5,High (4-6h),6-7h
S1778,24,Male,5.1,0.5,1.4,No,88.9,4.1,Good,4,Bachelor,Average,8,No,100.0,Excellent,1.9,High (4-6h),<5h
S1779,19,Female,3.6,2.0,1.0,Yes,80.7,7.1,Good,6,Bachelor,Average,10,No,85.6,High,3.0,Moderate (2-4h),7-8h
S1780,17,Female,4.0,3.7,2.2,No,89.5,7.8,Poor,0,High School,Average,10,Yes,89.4,High,5.9,Moderate (2-4h),7-8h
S1781,19,Female,2.9,1.9,3.2,No,82.4,6.4,Fair,4,Bachelor,Good,6,No,66.9,Average,5.1,Moderate (2-4h),6-7h
S1782,24,Female,3.9,3.3,1.1,Yes,90.6,8.6,Fair,0,Unknown,Good,3,No,56.0,Low,4.4,Moderate (2-4h),>8h
S1783,20,Male,3.0,2.3,0.0,No,66.0,7.5,Good,2,High School,Good,9,No,77.9,High,2.3,Moderate (2-4h),7-8h
S1784,18,Male,4.4,2.9,1.3,No,80.7,7.2,Fair,5,High School,Good,10,No,91.3,Excellent,4.2,High (4-6h),7-8h
S1785,17,Female,2.9,1.1,2.8,No,100.0,7.8,Poor,3,Unknown,Average,8,No,68.4,Average,3.9,Moderate (2-4h),7-8h
S1786,23,Male,4.1,2.6,2.4,No,77.3,6.9,Good,2,Bachelor,Average,9,No,85.3,High,5.0,High (4-6h),6-7h
S1787,24,Male,3.5,0.0,2.3,No,79.0,3.5,Fair,3,Bachelor,Good,5,Yes,64.4,Average,2.3,Moderate (2-4h),<5h
S1788,24,Male,5.2,2.3,1.5,No,80.5,5.9,Fair,6,Master,Poor,3,No,82.8,High,3.8,High (4-6h),5-6h
S1789,23,Male,3.4,0.5,0.4,No,72.9,7.9,Fair,4,Bachelor,Good,4,No,78.0,High,0.9,Moderate (2-4h),7-8h
S1790,22,Male,0.8,3.9,2.4,No,62.9,5.5,Fair,0,Master,Good,5,No,31.5,Very Low,6.3,Low (<2h),5-6h
S1791,24,Male,5.4,3.4,0.9,No,82.7,6.2,Fair,1,Bachelor,Good,9,No,92.3,Excellent,4.3,High (4-6h),6-7h
S1792,21,Female,2.1,3.1,4.2,No,86.4,5.2,Fair,1,Bachelor,Poor,9,Yes,50.1,Low,7.300000000000001,Moderate (2-4h),5-6h
S1793,20,Female,2.5,4.3,2.4,No,84.5,8.6,Fair,3,Master,Good,3,No,49.4,Low,6.699999999999999,Moderate (2-4h),>8h
S1794,17,Female,2.6,1.4,1.2,No,83.6,8.5,Poor,5,Bachelor,Average,7,No,80.3,High,2.5999999999999996,Moderate (2-4h),>8h
S1795,23,Male,5.6,4.6,1.1,No,85.4,5.4,Good,5,Unknown,Poor,6,Yes,89.7,High,5.699999999999999,High (4-6h),5-6h
S1796,21,Male,0.3,3.6,1.7,No,95.2,6.7,Poor,3,Bachelor,Average,4,Yes,33.6,Very Low,5.3,Low (<2h),6-7h
S1797,23,Male,8.2,2.2,1.5,No,83.1,5.7,Poor,2,Master,Good,5,Yes,100.0,Excellent,3.7,Intense (>6h),5-6h
S1798,17,Female,5.1,3.9,3.0,No,79.3,7.2,Good,1,Bachelor,Average,10,No,90.6,Excellent,6.9,High (4-6h),7-8h
S1799,19,Female,3.8,1.2,2.0,No,82.2,7.1,Good,2,Bachelor,Average,2,Yes,66.3,Average,3.2,Moderate (2-4h),7-8h
S1800,17,Male,3.4,1.5,1.0,No,90.8,7.5,Good,4,Bachelor,Poor,7,Yes,86.1,High,2.5,Moderate (2-4h),7-8h
S1801,22,Female,3.9,1.8,3.9,No,99.1,6.9,Fair,1,Master,Good,4,No,65.5,Average,5.7,Moderate (2-4h),6-7h
S1802,17,Male,4.3,1.9,1.9,No,78.7,10.0,Fair,4,Unknown,Good,2,No,82.9,High,3.8,High (4-6h),>8h
S1803,17,Female,4.5,1.2,2.6,No,86.0,5.3,Good,0,Bachelor,Good,6,Yes,76.3,High,3.8,High (4-6h),5-6h
S1804,22,Female,4.3,4.0,1.1,Yes,88.4,4.4,Good,2,High School,Average,2,Yes,59.0,Low,5.1,High (4-6h),<5h
S1805,20,Female,3.6,2.2,2.2,No,75.1,6.0,Fair,3,Bachelor,Average,10,Yes,76.1,High,4.4,Moderate (2-4h),5-6h
S1806,24,Female,3.2,2.9,2.1,No,85.2,4.6,Good,1,Bachelor,Good,2,Yes,40.3,Low,5.0,Moderate (2-4h),<5h
S1807,17,Female,3.3,1.8,0.0,No,70.3,4.7,Poor,2,High School,Average,7,Yes,65.2,Average,1.8,Moderate (2-4h),<5h
S1808,22,Male,3.2,0.3,4.0,Yes,67.3,5.3,Good,3,High School,Good,1,No,43.9,Low,4.3,Moderate (2-4h),5-6h
S1809,21,Female,5.2,2.8,3.2,No,88.7,5.4,Good,0,Bachelor,Good,7,Yes,89.5,High,6.0,High (4-6h),5-6h
S1810,19,Male,4.4,0.2,1.4,No,81.2,5.4,Good,1,High School,Average,10,No,80.7,High,1.5999999999999999,High (4-6h),5-6h
S1811,19,Female,0.0,2.4,0.6,Yes,87.0,7.1,Good,4,High School,Average,5,No,53.0,Low,3.0,Low (<2h),7-8h
S1812,17,Female,4.5,0.9,2.2,No,84.8,5.9,Good,0,Bachelor,Good,1,No,70.6,Average,3.1,High (4-6h),5-6h
S1813,20,Female,3.8,4.9,1.9,No,75.2,6.3,Poor,5,High School,Average,6,No,65.5,Average,6.800000000000001,Moderate (2-4h),6-7h
S1814,20,Male,3.5,3.6,2.2,No,84.5,7.6,Fair,3,High School,Average,7,No,75.1,High,5.800000000000001,Moderate (2-4h),7-8h
S1815,21,Female,2.9,2.6,2.0,No,72.7,5.6,Poor,1,Master,Good,1,No,43.5,Low,4.6,Moderate (2-4h),5-6h
S1816,17,Female,5.2,4.0,2.4,No,98.9,6.2,Fair,1,High School,Average,9,No,80.6,High,6.4,High (4-6h),6-7h
S1817,19,Female,4.9,1.5,3.4,No,71.4,6.9,Good,6,High School,Good,7,Yes,88.2,High,4.9,High (4-6h),6-7h
S1818,20,Male,2.3,3.2,2.4,No,83.0,4.2,Fair,6,Bachelor,Poor,1,Yes,48.5,Low,5.6,Moderate (2-4h),<5h
S1819,17,Male,4.1,2.7,0.6,No,74.6,3.6,Fair,0,Bachelor,Good,3,No,67.3,Average,3.3000000000000003,High (4-6h),<5h
S1820,23,Male,2.0,2.8,3.3,No,90.7,6.9,Fair,1,Master,Poor,5,No,50.7,Low,6.1,Low (<2h),6-7h
S1821,20,Male,1.4,4.0,3.6,No,81.7,7.1,Good,3,Master,Poor,4,No,35.4,Very Low,7.6,Low (<2h),7-8h
S1822,22,Female,2.6,3.4,5.3,No,79.8,9.0,Poor,0,Bachelor,Good,2,No,49.1,Low,8.7,Moderate (2-4h),>8h
S1823,23,Male,4.8,2.8,0.6,No,93.5,6.7,Fair,4,High School,Good,1,No,85.4,High,3.4,High (4-6h),6-7h
S1824,24,Other,4.9,0.5,2.1,No,85.3,7.5,Poor,0,Unknown,Average,4,No,83.9,High,2.6,High (4-6h),7-8h
S1825,20,Male,4.3,1.3,0.0,Yes,90.2,6.3,Good,0,High School,Average,7,No,90.4,Excellent,1.3,High (4-6h),6-7h
S1826,19,Male,4.6,2.4,2.4,No,75.2,6.9,Poor,4,High School,Good,4,No,87.8,High,4.8,High (4-6h),6-7h
S1827,18,Female,4.3,2.6,1.2,No,71.0,8.5,Good,5,Bachelor,Average,9,No,87.5,High,3.8,High (4-6h),>8h
S1828,23,Female,2.5,1.1,3.9,No,86.1,4.0,Fair,6,Bachelor,Good,8,No,58.2,Low,5.0,Moderate (2-4h),<5h
S1829,24,Female,4.1,5.4,0.9,No,81.8,7.0,Poor,3,Unknown,Good,8,Yes,73.2,Average,6.300000000000001,High (4-6h),6-7h
S1830,21,Female,4.7,4.3,0.0,No,91.3,9.1,Good,5,Bachelor,Good,5,No,83.5,High,4.3,High (4-6h),>8h
S1831,21,Female,4.6,3.2,1.3,No,84.2,6.8,Poor,5,High School,Average,1,Yes,77.6,High,4.5,High (4-6h),6-7h
S1832,19,Male,5.3,2.6,0.0,Yes,87.1,8.5,Fair,5,High School,Average,9,Yes,98.4,Excellent,2.6,High (4-6h),>8h
S1833,20,Other,4.6,2.2,2.6,No,68.8,5.7,Poor,6,Bachelor,Good,2,No,78.5,High,4.800000000000001,High (4-6h),5-6h
S1834,17,Other,4.0,1.4,0.0,Yes,100.0,6.5,Fair,2,High School,Poor,6,Yes,81.1,High,1.4,Moderate (2-4h),6-7h
S1835,20,Female,5.1,2.6,1.8,No,83.4,6.5,Fair,6,High School,Average,10,No,100.0,Excellent,4.4,High (4-6h),6-7h
S1836,19,Male,3.5,2.8,0.0,No,92.0,3.8,Fair,5,Unknown,Poor,5,Yes,58.7,Low,2.8,Moderate (2-4h),<5h
S1837,21,Female,2.2,1.0,1.4,No,76.6,5.1,Poor,2,High School,Poor,10,No,62.6,Average,2.4,Moderate (2-4h),5-6h
S1838,20,Male,3.3,2.9,3.6,No,88.1,5.2,Fair,4,Bachelor,Average,8,Yes,60.3,Average,6.5,Moderate (2-4h),5-6h
S1839,21,Male,2.4,2.3,2.2,No,72.0,7.5,Good,6,Master,Average,3,No,63.9,Average,4.5,Moderate (2-4h),7-8h
S1840,23,Male,2.5,0.2,0.9,Yes,89.5,7.5,Good,3,High School,Good,6,Yes,80.0,High,1.1,Moderate (2-4h),7-8h
S1841,24,Male,3.3,1.5,1.8,Yes,81.4,6.9,Fair,5,High School,Average,6,No,62.6,Average,3.3,Moderate (2-4h),6-7h
S1842,17,Female,2.3,2.0,1.8,No,85.3,7.5,Fair,1,Bachelor,Average,10,No,71.4,Average,3.8,Moderate (2-4h),7-8h
S1843,23,Female,3.0,4.8,2.3,Yes,92.0,6.3,Fair,4,Master,Poor,3,No,60.6,Average,7.1,Moderate (2-4h),6-7h
S1844,21,Female,0.7,3.2,0.3,Yes,72.7,7.9,Fair,2,High School,Good,7,Yes,47.2,Low,3.5,Low (<2h),7-8h
S1845,21,Male,3.8,0.9,2.5,No,78.2,6.5,Poor,6,High School,Average,4,Yes,78.1,High,3.4,Moderate (2-4h),6-7h
S1846,18,Male,3.5,3.1,0.0,No,89.6,6.6,Fair,3,Bachelor,Good,5,Yes,75.5,High,3.1,Moderate (2-4h),6-7h
S1847,18,Male,2.3,0.6,1.1,No,100.0,6.2,Fair,0,Bachelor,Good,9,No,73.5,Average,1.7000000000000002,Moderate (2-4h),6-7h
S1848,23,Other,4.5,3.8,1.3,No,83.6,7.3,Fair,3,High School,Poor,6,No,74.6,Average,5.1,High (4-6h),7-8h
S1849,22,Male,4.9,1.9,2.5,No,90.9,6.0,Fair,3,Bachelor,Average,10,No,98.7,Excellent,4.4,High (4-6h),5-6h
S1850,23,Female,1.1,2.4,1.8,No,83.9,7.7,Good,5,High School,Average,4,Yes,49.2,Low,4.2,Low (<2h),7-8h
S1851,18,Female,2.4,4.1,0.3,No,100.0,5.1,Poor,5,Bachelor,Good,8,No,67.4,Average,4.3999999999999995,Moderate (2-4h),5-6h
S1852,21,Male,2.3,1.0,0.7,No,67.5,5.2,Good,6,Bachelor,Good,9,No,72.5,Average,1.7,Moderate (2-4h),5-6h
S1853,19,Female,2.1,0.8,2.0,No,85.9,7.3,Good,6,Master,Good,10,Yes,68.4,Average,2.8,Moderate (2-4h),7-8h
S1854,23,Female,4.7,1.8,1.7,No,68.7,6.4,Fair,2,High School,Average,5,No,70.0,Average,3.5,High (4-6h),6-7h
S1855,21,Female,3.2,3.7,1.2,No,59.9,6.0,Fair,6,High School,Good,2,No,56.1,Low,4.9,Moderate (2-4h),5-6h
S1856,19,Female,3.1,0.7,1.3,Yes,88.0,7.6,Fair,2,High School,Poor,6,Yes,81.5,High,2.0,Moderate (2-4h),7-8h
S1857,19,Male,0.5,0.0,2.6,Yes,86.4,5.8,Poor,5,Master,Poor,8,Yes,45.0,Low,2.6,Low (<2h),5-6h
S1858,18,Male,4.5,2.0,1.2,Yes,82.2,6.3,Fair,5,High School,Good,5,Yes,84.4,High,3.2,High (4-6h),6-7h
S1859,23,Female,1.6,3.2,1.7,No,83.9,8.2,Good,1,High School,Good,1,No,36.8,Very Low,4.9,Low (<2h),>8h
S1860,20,Female,3.6,3.9,4.2,No,100.0,8.3,Poor,1,High School,Poor,8,Yes,65.6,Average,8.1,Moderate (2-4h),>8h
S1861,17,Male,3.9,1.9,0.2,No,82.4,8.4,Fair,4,Bachelor,Poor,9,Yes,93.5,Excellent,2.1,Moderate (2-4h),>8h
S1862,18,Female,5.5,2.0,0.0,No,90.1,6.2,Good,5,High School,Poor,1,No,93.7,Excellent,2.0,High (4-6h),6-7h
S1863,18,Female,1.5,3.9,2.7,No,78.5,8.0,Good,0,High School,Poor,8,Yes,42.3,Low,6.6,Low (<2h),7-8h
S1864,20,Female,0.0,0.3,1.1,Yes,88.0,5.4,Fair,1,High School,Average,10,Yes,53.3,Low,1.4000000000000001,Low (<2h),5-6h
S1865,17,Male,3.8,2.0,1.4,No,82.6,5.4,Good,2,Master,Good,2,No,65.9,Average,3.4,Moderate (2-4h),5-6h
S1866,21,Female,6.2,2.7,0.9,No,80.9,3.7,Fair,3,Bachelor,Good,4,Yes,87.9,High,3.6,Intense (>6h),<5h
S1867,22,Female,5.4,3.0,1.5,No,100.0,8.5,Poor,6,Bachelor,Good,2,No,94.5,Excellent,4.5,High (4-6h),>8h
S1868,23,Male,3.8,1.9,3.6,No,96.8,5.5,Fair,6,Master,Good,2,No,77.8,High,5.5,Moderate (2-4h),5-6h
S1869,22,Male,2.8,2.5,2.7,Yes,86.4,6.3,Fair,4,Master,Average,10,No,74.6,Average,5.2,Moderate (2-4h),6-7h
S1870,21,Other,4.7,0.0,2.7,Yes,62.0,5.4,Good,1,High School,Good,3,No,67.5,Average,2.7,High (4-6h),5-6h
S1871,24,Male,2.0,1.7,0.2,Yes,81.4,7.3,Poor,3,Master,Good,8,Yes,66.5,Average,1.9,Low (<2h),7-8h
S1872,18,Female,4.2,3.0,0.5,No,100.0,6.0,Fair,3,Unknown,Average,4,No,78.4,High,3.5,High (4-6h),5-6h
S1873,17,Female,4.3,1.3,0.0,No,82.7,4.9,Fair,1,High School,Good,7,No,84.9,High,1.3,High (4-6h),<5h
S1874,18,Male,5.1,2.6,0.9,No,96.0,7.0,Fair,0,Master,Average,10,No,96.6,Excellent,3.5,High (4-6h),6-7h
S1875,19,Female,7.6,3.0,2.9,No,99.4,4.8,Poor,0,High School,Good,3,No,100.0,Excellent,5.9,Intense (>6h),<5h
S1876,18,Male,4.1,2.1,2.4,No,87.2,5.5,Fair,4,High School,Good,10,No,83.1,High,4.5,High (4-6h),5-6h
S1877,18,Female,2.7,2.7,1.6,No,76.6,4.0,Good,0,High School,Average,3,No,36.9,Very Low,4.300000000000001,Moderate (2-4h),<5h
S1878,21,Male,3.5,1.3,1.8,Yes,60.6,4.8,Fair,4,Bachelor,Good,2,No,60.0,Low,3.1,Moderate (2-4h),<5h
S1879,21,Female,0.8,2.3,1.0,No,91.8,6.7,Fair,2,High School,Poor,6,No,44.3,Low,3.3,Low (<2h),6-7h
S1880,21,Male,2.5,3.2,2.0,No,76.9,4.1,Fair,1,Bachelor,Good,6,No,41.6,Low,5.2,Moderate (2-4h),<5h
S1881,22,Male,2.9,2.7,2.6,Yes,86.8,4.7,Fair,3,Master,Average,1,No,45.5,Low,5.300000000000001,Moderate (2-4h),<5h
S1882,19,Other,2.7,1.8,0.0,No,72.5,6.5,Fair,4,Bachelor,Poor,7,No,68.2,Average,1.8,Moderate (2-4h),6-7h
S1883,24,Male,3.7,2.8,2.1,No,82.3,5.8,Good,6,High School,Average,4,No,75.5,High,4.9,Moderate (2-4h),5-6h
S1884,24,Female,2.3,3.4,2.8,No,85.3,8.9,Good,0,Master,Good,3,No,40.9,Low,6.199999999999999,Moderate (2-4h),>8h
S1885,21,Male,5.2,0.0,1.3,No,87.7,8.7,Fair,6,High School,Poor,8,No,100.0,Excellent,1.3,High (4-6h),>8h
S1886,17,Female,3.5,3.9,2.6,No,73.9,5.5,Fair,4,High School,Good,2,Yes,65.6,Average,6.5,Moderate (2-4h),5-6h
S1887,22,Male,3.5,2.1,4.9,No,97.0,7.2,Good,5,Unknown,Poor,9,No,75.9,High,7.0,Moderate (2-4h),7-8h
S1888,20,Other,3.0,3.0,1.7,Yes,79.0,7.4,Fair,4,Bachelor,Good,8,Yes,69.8,Average,4.7,Moderate (2-4h),7-8h
S1889,17,Male,3.7,3.9,2.2,Yes,68.3,5.8,Fair,0,High School,Good,8,No,66.6,Average,6.1,Moderate (2-4h),5-6h
S1890,23,Male,4.7,0.9,1.0,Yes,83.9,4.7,Fair,5,High School,Average,3,No,84.5,High,1.9,High (4-6h),<5h
S1891,23,Male,2.2,1.6,2.0,Yes,85.3,6.5,Good,5,High School,Average,4,Yes,65.6,Average,3.6,Moderate (2-4h),6-7h
S1892,17,Male,2.5,2.2,2.3,No,86.6,6.3,Fair,0,High School,Good,2,No,46.8,Low,4.5,Moderate (2-4h),6-7h
S1893,21,Female,3.0,1.6,2.0,No,98.6,6.0,Good,5,Bachelor,Good,2,No,67.7,Average,3.6,Moderate (2-4h),5-6h
S1894,20,Male,1.5,4.6,0.7,Yes,82.6,7.0,Good,1,Bachelor,Good,4,Yes,45.4,Low,5.3,Low (<2h),6-7h
S1895,20,Female,2.3,1.5,2.0,No,83.8,5.6,Fair,3,Bachelor,Average,6,No,57.0,Low,3.5,Moderate (2-4h),5-6h
S1896,22,Male,2.8,1.8,3.4,Yes,74.0,5.1,Good,6,High School,Average,5,No,58.4,Low,5.2,Moderate (2-4h),5-6h
S1897,20,Male,4.8,2.7,2.3,No,93.2,6.6,Good,1,High School,Good,1,Yes,70.8,Average,5.0,High (4-6h),6-7h
S1898,23,Female,3.9,1.1,2.9,No,86.8,7.0,Fair,1,Master,Average,10,No,75.7,High,4.0,Moderate (2-4h),6-7h
S1899,19,Female,3.8,2.0,1.5,No,80.8,5.1,Poor,0,Unknown,Average,1,No,55.7,Low,3.5,Moderate (2-4h),5-6h
S1900,21,Male,4.8,2.9,2.6,No,66.0,7.6,Poor,0,Master,Average,6,Yes,82.1,High,5.5,High (4-6h),7-8h
S1901,20,Male,3.3,2.1,2.1,No,99.4,4.4,Fair,6,High School,Good,3,Yes,71.4,Average,4.2,Moderate (2-4h),<5h
S1902,22,Male,4.1,2.4,0.8,No,72.7,5.8,Fair,3,Master,Good,3,No,66.7,Average,3.2,High (4-6h),5-6h
S1903,23,Female,3.3,1.9,2.2,No,79.1,6.2,Fair,4,High School,Average,7,No,70.9,Average,4.1,Moderate (2-4h),6-7h
S1904,19,Female,3.9,0.7,0.7,Yes,88.6,5.7,Poor,1,High School,Poor,1,Yes,73.0,Average,1.4,Moderate (2-4h),5-6h
S1905,18,Male,2.6,2.9,1.1,Yes,73.0,5.8,Good,5,Bachelor,Poor,1,Yes,53.9,Low,4.0,Moderate (2-4h),5-6h
S1906,18,Female,0.0,4.6,2.0,Yes,70.1,8.7,Fair,3,Bachelor,Average,10,No,43.4,Low,6.6,Low (<2h),>8h
S1907,19,Female,3.3,2.5,2.1,No,63.8,5.5,Fair,1,High School,Average,3,No,55.4,Low,4.6,Moderate (2-4h),5-6h
S1908,23,Female,5.6,2.8,0.5,Yes,92.2,9.4,Fair,4,Bachelor,Good,8,No,100.0,Excellent,3.3,High (4-6h),>8h
S1909,22,Female,4.9,3.3,3.0,No,79.5,7.0,Fair,5,Bachelor,Average,1,No,71.8,Average,6.3,High (4-6h),6-7h
S1910,19,Male,4.9,1.0,2.4,No,100.0,6.6,Fair,1,Unknown,Average,10,No,89.2,High,3.4,High (4-6h),6-7h
S1911,21,Male,5.4,4.5,1.0,No,75.1,7.1,Fair,2,Unknown,Good,4,No,83.9,High,5.5,High (4-6h),7-8h
S1912,21,Male,3.6,2.7,0.1,No,75.8,9.5,Poor,6,High School,Average,9,No,89.1,High,2.8000000000000003,Moderate (2-4h),>8h
S1913,18,Male,3.8,4.5,1.6,Yes,79.3,5.3,Good,3,High School,Good,4,No,53.5,Low,6.1,Moderate (2-4h),5-6h
S1914,20,Female,2.6,1.6,1.3,Yes,87.4,5.2,Good,6,Bachelor,Poor,10,No,72.9,Average,2.9000000000000004,Moderate (2-4h),5-6h
S1915,22,Female,3.0,4.7,1.9,No,80.3,5.6,Fair,0,High School,Average,8,No,61.0,Average,6.6,Moderate (2-4h),5-6h
S1916,18,Male,4.4,3.4,1.4,No,91.1,6.5,Good,1,High School,Good,7,No,69.1,Average,4.8,High (4-6h),6-7h
S1917,20,Male,5.3,3.2,0.0,No,75.2,4.4,Good,5,High School,Good,3,No,77.2,High,3.2,High (4-6h),<5h
S1918,20,Male,3.3,2.8,1.4,Yes,71.2,6.5,Poor,5,Bachelor,Average,7,No,71.9,Average,4.199999999999999,Moderate (2-4h),6-7h
S1919,24,Female,2.8,2.2,1.5,No,67.0,8.5,Good,3,High School,Good,7,Yes,74.7,Average,3.7,Moderate (2-4h),>8h
S1920,21,Male,3.5,3.9,2.5,Yes,62.8,6.7,Good,3,Unknown,Good,10,No,74.5,Average,6.4,Moderate (2-4h),6-7h
S1921,23,Female,4.4,2.7,1.0,No,79.8,6.1,Fair,6,Unknown,Average,3,No,85.4,High,3.7,High (4-6h),6-7h
S1922,17,Male,1.3,0.1,3.6,No,82.0,5.8,Poor,5,Master,Average,2,Yes,44.3,Low,3.7,Low (<2h),5-6h
S1923,23,Male,0.1,1.2,0.0,No,78.7,7.6,Poor,5,High School,Good,9,No,53.4,Low,1.2,Low (<2h),7-8h
S1924,17,Other,2.7,2.3,3.2,Yes,97.4,5.5,Poor,5,Bachelor,Average,1,Yes,57.4,Low,5.5,Moderate (2-4h),5-6h
S1925,19,Other,1.7,2.9,1.6,Yes,97.3,8.7,Good,1,Unknown,Good,7,No,53.6,Low,4.5,Low (<2h),>8h
S1926,21,Male,2.7,2.4,2.7,No,81.7,8.8,Fair,5,High School,Good,4,Yes,58.8,Low,5.1,Moderate (2-4h),>8h
S1927,20,Female,3.3,4.0,1.9,No,67.1,6.8,Good,0,Bachelor,Good,2,No,43.5,Low,5.9,Moderate (2-4h),6-7h
S1928,22,Female,2.8,0.2,3.1,No,79.3,6.5,Good,5,High School,Average,2,No,65.6,Average,3.3000000000000003,Moderate (2-4h),6-7h
S1929,17,Female,5.7,2.7,1.4,No,79.0,7.7,Good,0,Master,Average,8,Yes,89.8,High,4.1,High (4-6h),7-8h
S1930,23,Male,4.0,0.3,0.6,No,78.4,7.8,Good,1,Master,Good,7,No,89.5,High,0.8999999999999999,Moderate (2-4h),7-8h
S1931,20,Female,4.0,3.4,3.4,Yes,78.0,5.5,Poor,3,Bachelor,Average,7,Yes,68.8,Average,6.8,Moderate (2-4h),5-6h
